source,title,chunk_id,source_type,content
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,10,gov,"A.1 Executive summary
The fast pace of development of AI technology over recent years has led to a debate in the UK and across the world. This is about how the existing copyright framework should be applied to the activities that underpin the training of large AI models. The copyright framework provides right holders with economic and moral rights which mean they can control how their works are used. This means that copying works to train AI models requires a licence from the relevant right holders unless an exception applies."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,11,gov,"A.1 Executive summary
The fast pace of development of AI technology over recent years has led to a debate in the UK and across the world. This is about how the existing copyright framework should be applied to the activities that underpin the training of large AI models. The copyright framework provides right holders with economic and moral rights which mean they can control how their works are used. This means that copying works to train AI models requires a licence from the relevant right holders unless an exception applies."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,12,gov,"A.1 Executive summary
As things stand, this framework does not meet the needs of UK’s creative industries or AI sectors. Creative and media organisations are concerned that their works are used to train AI without their permission, and they are unable to secure remuneration through licensing agreements. They have also highlighted a lack of transparency from AI developers about what content is or has been used and how it is acquired, which can make it difficult to enforce their copyright. Likewise, AI firms have raised concerns that the lack of clarity over how they can legally access training data creates legal risks, stunts AI innovation in the UK and holds back AI adoption."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,13,gov,"A.1 Executive summary
As things stand, this framework does not meet the needs of UK’s creative industries or AI sectors. Creative and media organisations are concerned that their works are used to train AI without their permission, and they are unable to secure remuneration through licensing agreements. They have also highlighted a lack of transparency from AI developers about what content is or has been used and how it is acquired, which can make it difficult to enforce their copyright. Likewise, AI firms have raised concerns that the lack of clarity over how they can legally access training data creates legal risks, stunts AI innovation in the UK and holds back AI adoption."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,14,gov,"A.1 Executive summary
The lack of clarity about the current regime means that leading AI developers do not train their models in the UK, and instead train in jurisdictions with clearer or more permissive rules. Since copyright law applies in the jurisdiction where copying takes place, this means that AI developers are not obliged to respect rights under UK law. This harms our UK AI sector too, as investment from the major AI developers is limited and UK-based SMEs who cannot train overseas are disadvantaged."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,15,gov,"A.1 Executive summary
The lack of clarity about the current regime means that leading AI developers do not train their models in the UK, and instead train in jurisdictions with clearer or more permissive rules. Since copyright law applies in the jurisdiction where copying takes place, this means that AI developers are not obliged to respect rights under UK law. This harms our UK AI sector too, as investment from the major AI developers is limited and UK-based SMEs who cannot train overseas are disadvantaged.

A.1 Executive summary
We cannot allow this to continue. We need to act now to help accelerate growth in our creative industries and in our AI sectors - both of which are essential parts of the government’s Industrial Strategy. This consultation seeks views on how we can achieve this by working in partnership with both sectors, and proposes an approach that aims to:"
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,16,gov,"A.1 Executive summary
We cannot allow this to continue. We need to act now to help accelerate growth in our creative industries and in our AI sectors - both of which are essential parts of the government’s Industrial Strategy. This consultation seeks views on how we can achieve this by working in partnership with both sectors, and proposes an approach that aims to:

A.1 Executive summary
enhance right holders’ control of their material and their ability to be remunerated for its use

A.1 Executive summary
support wide access to high-quality material to drive development of leading AI models in the UK

A.1 Executive summary
secure greater transparency from AI developers to build trust with creators, creative industries, and consumers"
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,17,gov,"A.1 Executive summary
9.
The government believes that the best way to achieve these objectives is through a package of interventions that can balance the needs of the two sectors. That is why we are consulting on measures that would require increased transparency from AI developers. This includes the content they use to train their models, how they acquire it, and any content generated by their models. And it is why we are consulting on the introduction of an exception to copyright law for “text and data mining”. This improves access to content by AI developers, allowing right holders to reserve their rights and thereby prevent their content being used for AI training. Progressed together, we believe these measures could meet our objectives above. These measures could come into operation when effective, proportionate, and accessible technological solutions were in place. This ensures the solutions are practicable and possible for right holders and AI developers of all sizes."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,18,gov,"A.1 Executive summary
10.
Although we recognise that much more detailed work will still need to be done, these are the broad parameters of our approach. The package is designed to enhance the ability of right holders to protect their material and seek remuneration for its use through increased licensing. It also aims to motivate AI developers to train leading models in the UK in full compliance with UK law. Delivering this will be challenging and will require practical technical solutions as well as a clear legal framework. It will require us to work closely with our international partners to progress towards an interoperable AI and copyright framework. We seek the constructive engagement of all stakeholders in this consultation process, in particular on the following issues."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,19,gov,"Transparency
11.
The success of any new approach to copyright and AI will depend on stronger trust between AI developers and right holders. The government believes that transparency will be key to this and seeks views on what level of transparency about the use of works to train models is required and how this can best be achieved fairly and proportionately.

Technical standards
12.
Some useful tools that enable right holders to reserve their rights already exist, but more work is required to ensure these meet the needs of right holders and AI developers of all sizes. These tools have significant technical limitations and are insufficiently standardised and adopted. The government is therefore seeking views on whether and how it can support work to improve these tools and drive their adoption."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,20,gov,"Contracts and Licensing
13.
In a regime that empowers right holders to reserve their rights, licensing will be important to secure right holder remuneration and provide AI developers with access to high-quality training material at scale. We seek views on whether and how the government should support licensing, including collective licensing, and consider the needs of individual creators as part of this.

Labelling
14.
The government believes that clear labelling of AI outputs would be beneficial to right holders and the public, but acknowledges the technical challenges involved. The government welcomes views on how to achieve this outcome, including how we can support the development of emerging tools and standards."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,21,gov,"Computer generated works
15.
There are additional issues regarding the ownership of AI systems’ outputs. The UK currently provides copyright protection for purely computer-generated works, but it is not clear that this protection is widely used, or that it functions properly within the broader copyright framework. The government seeks views on potential reform to protections for computer-generated works.

Digital Replicas
16.
The volume and quality of digital replicas generated by AI systems (sometimes called deepfakes) is increasing. This consultation seeks to gather evidence on the challenges posed by digital replicas. This responds to concerns around the emergence of deepfakes and AI -generated content that may replicate a person’s voice, image, or personal likeness. It asks whether the current legal framework is sufficient to provide individuals with control over use of their likeness and whether further intervention is required."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,22,gov,"Emerging issues
17.
Rapid developments in AI ’s capabilities will continue to raise new policy and legal questions. The consultation seeks views on emerging issues related to the intellectual property framework for AI. For instance the clarity of UK law for AI systems that generate content on Internet Search or other processes that draw on datasets at inference. We are also interested to understand how increasing use of synthetic data to train AI models may affect the ecosystem."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,23,gov,"Next steps
18.
The government is committed to working with all stakeholders to work through these issues together, proceeding carefully, but with a degree of urgency. These are complex issues, as underlined by the experience in other jurisdictions, and legislation is ultimately likely to be needed. We will use responses to shape how we implement our proposed approach to allow the creative industries and AI sectors to continue to grow together in partnership. DSIT and DCMS Ministers will continue to prioritise taking forward these proposals as the government further develops its approach to AI regulation.

A.2 How to engage with this consultation
19.
The consultation is an opportunity for anyone with an interest in these issues to share their views on these proposals. You do not need to respond to every question and can send in a response only on the areas which affect you, for example."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,24,gov,"A.2 How to engage with this consultation
20.
You may respond via Citizen Space. Alternative, please send responses to copyrightconsultation@ipo.gov.uk. To ensure we can make best use of your evidence, please make sure relevant methodologies and data are included or clearly referenced as part of your response, where possible. Qualitative evidence is also welcome, such as case studies. Please consider the guidance on providing evidence for policy making when drafting your response.

A.2 How to engage with this consultation
21.
This consultation will run for 10 weeks. It commences at 10:30 on 17 December 2024 and will close at 23:59 on 25 February 2025.

A.2 How to engage with this consultation
22.
During the consultation, we will also run wider engagement activity to help ensure that the full range of views is heard."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,25,gov,"A.2 How to engage with this consultation
23.
The government will assess responses after the consultation closes. The government will use the information it receives to help design the best possible policy to achieve the aims and objectives set out in this consultation.

A.3  Data protection and confidentiality
24.
A summary of responses to this consultation will be published on GOV.UK. The government considers it important in the interests of transparency that the public can see who has responded to government consultation and what their views are.

A.3  Data protection and confidentiality
25.
By responding to this consultation, you acknowledge that your response, along with your name and/or organisation may be made public. Responses to the consultation may be published in accordance with the access to information regimes. These are primarily the Freedom of Information Act 2000 ( FOIA ), the Data Protection Act 2018 ( DPA ) and the UK General Data Protection Regulation ( UK GDPR )."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,26,gov,"A.3  Data protection and confidentiality
26.
Additionally, information provided in response to this consultation, including personal information or commercially sensitive information, may be made available to the public on request in accordance with the requirements of FOIA.

A.3  Data protection and confidentiality
27.
If you wish to highlight that information is confidential or sensitive, please advise us in writing when you provide your response. If there is a request to make any confidential information publicly available, we will consider the request according to the appropriate legislation. We will treat each request individually and in line with any request to maintain confidentiality.

A.3  Data protection and confidentiality
28.
The government may also publish consultation responses in response to any FOIA requests on GOV.UK. Please read the privacy statement and privacy notice for consultation for more information."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,27,gov,"B.1  Background
29.
Artificial intelligence ( AI ) continues to transform industries across the world and affect many aspects of our lives. The UK is among the leading AI nations. It has world-class research and talent with the third highest number of AI research paper contributions per capita in the world. The UK is at the forefront of innovation with the third most newly funded startups in the world between 2013 and 2022, as reported in the Global AI Index 2024 and the AI Index Report 2023

B.1  Background
30.
The UK is also a world-leader in the creative industries, a high-growth sector powered by human creativity – from music, film, and design, to visual arts, theatre, and media. These industries enhance our lives and create economic and social value through the creation and exploitation of intellectual property – in particular, copyright."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,28,gov,"B.1  Background
31. AI can be used to accelerate innovation and enhance creative productivity in a range of ways, just as creative content helps drive AI development. Musicians and artists often use AI and other forms of technical innovation in their work. This means these sectors are closely linked and often need to work together in partnership. However, the rapid pace of AI development and its increasing adoption is undoubtedly challenging for all. All sectors are having to adapt to embrace the benefits of AI and grapple with its disruptive effect. This is particularly true in the creative industries, as highlighted by the debate over AI and copyright."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,29,gov,"B.1  Background
32.
Companies that wish to train AI models in the UK expect to be able to access large volumes of high-quality data to drive innovation. This allows them to create exciting new products and maximise the benefits to our economy and society. In many cases, the data used to train AI models will include works protected by copyright or related rights.

B.1  Background
33.
Copyright underpins our creative economy. It helps creators to control the use of their works and seek payment for it. But copyright owners are not always able to control the use of their works with AI models, and the copyright law in this area is disputed."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,30,gov,"B.1  Background
34.
It is important that the UK’s world-leading creative industries share in the benefits of these new technologies. Creators rightly expect transparency about the works that are used to train AI models, and to be treated fairly when content they produce is used in this way. Creators and right holders should also be able to seek remuneration and agree licences for their content where appropriate. It is essential that AI supports, and does not undermine, human creativity and the creative industries.

B.1  Background
35.
Through this consultation the government is actively seeking evidence of the economic and other effects of the current situation and of the options put forward for change."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,31,gov,"B.2 AI training and copyright
36.
Copyright protects creative works, such as books, songs, artworks, films, broadcasts, and news publications. Similar protection is also provided to performances and to databases. In this consultation, statements and proposals that apply to copyright will usually also apply to or have analogues in these related rights.

B.2 AI training and copyright
37.
Owners of copyright have the right to authorise or prohibit certain acts. These acts include copying, distributing, and communicating works to the public, including making works available online."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,32,gov,"B.2 AI training and copyright
38.
The purpose of copyright is to protect creative expression and thereby encourage creativity and investment in the creative industries. By granting exclusive rights over the use of works, copyright enables those works to be licensed or sold and provides a means for creators to be paid for their work. Copyright underpins the success of our creative industries because it guarantees their economic and moral rights.

B.2 AI training and copyright
39.
There are legal exceptions to copyright for certain specific purposes. For example, one legal exception allows reasonable quotation from one work in another. Exceptions are one of the ways that the broader public interest is considered in the copyright system."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,33,gov,"AI training inputs
40. AI models are being trained on increasingly large volumes of data. Often this data is contained within copyright works. For example, a model which generates images may be trained on billions of images associated with descriptive keywords. By analysing those images and learning patterns and associations, a model can produce convincing graphical output in response to a text prompt.

AI training inputs
41.
The use of automated techniques to analyse large amounts of information (for AI training or other purposes) is often referred to as “data mining”. To carry out data mining using copyright works, relevant information needs to be extracted from them. If this process involves a reproduction of the copyright work, under copyright law, permission is needed from a copyright owner, unless a relevant exception applies."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,34,gov,"AI training inputs
42.
Some works are licensed to AI developers for the purpose of AI training. Others may be available under open licences. But in many cases, AI models are trained using works made available to the public on the Internet. These are often not expressly licensed for AI model training, and the creators of those works are not compensated for their use. There is limited disclosure about the sources of works used to train AI models and creators will often not know if their works form part of a training dataset.

AI training inputs
43.
Because of this, while AI providers and AI users benefit from the rich variety of content that is made by our creators and creative industries, those creators often do not share in the value that is generated. Greater transparency could allow both creators and AI developers to share in that value."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,35,gov,"AI training inputs
44.
The use of copyright works to train AI models has given rise to debate, in the UK and around the world. This is on the extent to which copyright law does or should restrict access to media for the purpose of AI training.

AI training inputs
45.
Some AI developers argue that existing legal exceptions in UK copyright law allow them to use copyright works when conducting training activity in the UK. If, their training activities take place in other countries, they may argue they are not subject to UK jurisdiction. But right holders reject these arguments. They maintain that, by making copies of their works to train models, AI developers are infringing their copyright in the UK.

AI training inputs
46.
Litigation to resolve these legal disputes is taking place in several jurisdictions, including the Getty Images vs Stability AI case before the High Court in the UK. However, it will likely take several years for these issues to be definitively resolved in case law."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,36,gov,"AI training inputs
47.
We want to ensure that both the AI and creative industries can share in the benefits of AI, and that both sectors are able to grow together. Copyright law should enable creators and right holders to exercise control over, and seek remuneration for, the use of their works for AI training. But it should also ensure AI developers have easy access to a broad range of high-quality creative content. Alongside this, AI developers should be transparent about the inputs used to train generative models, and the outputs produced by them, enabling creators to understand when and how their work has been used."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,37,gov,"AI training inputs
48.
The government does not believe that waiting for ongoing legal cases to resolve will provide the certainty that our AI and creative industries need in a timely fashion, or, potentially, at all. We are therefore considering a more direct intervention through legislation to clarify the rules in this area and establish a fair balance in law. We have not settled on the precise nature of that intervention - or, if necessary, the precise nature of any legislation. The first part of this consultation explores the balance that the government wants to achieve and seeks views on how the government should act.

Outputs of AI models
49.
If a generative AI model includes a substantial part of a copyright work in its outputs, and there is no licence in place to allow this, this may infringe copyright – as both reproducing a protected work and communicating it to the public are copyright restricted acts."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,38,gov,"Outputs of AI models
50.
Sometimes AI outputs will be co-creations of a human and an AI tool. Examples may include photographs which are digitally enhanced using AI and software written with suggestions from an AI assistant. In such cases, the human creator will be considered the author.

Outputs of AI models
51.
If a work is generated without human authorship that work may be protected as a “computer-generated work” in UK copyright law. For example, this could be in response to a simple prompt. Its author will be whoever undertook the arrangements necessary for its creation.

Outputs of AI models
52.
There is debate about whether this balance within copyright law relating to the outputs of AI is right, between the traditional creator, the level of human input AI software might have, and the right holders in such works. These issues and proposals to address them are covered in the second part of this consultation."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,39,gov,"B.3  Our objectives
53.
The government believes both in human-centred creativity and the potential of AI to open new creative frontiers. The AI and creative sectors are both essential to our mission to grow the UK economy. It is clear that government action on AI and copyright is needed to achieve this, and to provide certainty for both sectors. Our goal is to find the right balance between encouraging innovation in AI in the UK while ensuring protection for creators and our vibrant creative industries.

B.3  Our objectives
54.
We will assess the proposals set out in this consultation against the following objectives:

B.3  Our objectives
control: Right holders should have control over, and be able to license and seek remuneration for, the use of their content by AI models

B.3  Our objectives
access: AI developers should be able to access and use large volumes of online content to train their models easily, lawfully and without infringing copyright"
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,40,gov,"B.3  Our objectives
transparency: The copyright framework should be clear and make sense to its users, with greater transparency about works used to train AI models, and their outputs

B.3  Our objectives
55.
Any proposals we take forward will be implemented in line with our existing legal obligations, domestic and international. Relevant international treaties include the Berne Convention, Rome Convention, WCT, WPPT and TRIPS Agreement. We also recognise that our approach will need to work within a global market, where UK content is accessible worldwide and AI developers seek the best jurisdictions to train their models. A successful approach will be one that encourages more AI model training to take place in the UK and enables rights under UK copyright law to be respected. This will require a balance of strong protections for the creative industries alongside an internationally competitive and interoperable regime for AI training."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,41,gov,"B.4 Policy options
56.
The government has considered a range of approaches to clarify copyright law and meet its objectives for AI innovators and the creative industries. Further detail can be found in the summary assessment. The options it has considered are as follows:

Option 0: Do nothing: Copyright and related laws remain as they are.
57.
This option would mean the current lack of clarity remains for both right holders and AI developers. It would mean right holders continue to find it difficult to seek remuneration and to enforce their rights. AI developers will continue to face legal risks, which is likely to affect small firms and new entrants in particular. Many right holders have stated that the current disputed legal landscape around AI and copyright prevents them from effectively reserving their rights and hinders their ability to seek fair remuneration."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,42,gov,"Option 0: Do nothing: Copyright and related laws remain as they are.
58.
We do not wish to prolong the legal uncertainty of AI model training for both the creative industries and media sectors and AI /tech sectors. This would not meet our objectives of ensuring control for right holders, access for AI firms and trust and transparency across parties. However, we welcome further views on this option.

Option 1: Strengthen copyright requiring licensing in all cases
59.
This option would mean AI models could only be trained on copyright works in the UK if they have an express licence to do so. Firms providing services in the UK could not get around this requirement by training in other countries. This option could involve clarifying existing legislation to provide legal certainty in how copyright law operates with AI models in the UK. It would also provide a clear route to remuneration for creators."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,43,gov,"Option 1: Strengthen copyright requiring licensing in all cases
60.
However, it is highly likely to make the UK significantly less competitive compared to other jurisdictions – such as the EU and US – which do not have such restrictive laws. This would make the UK a less attractive location for AI development, reducing investment in the sector. In doing so, it may not actually increase the level of licensing undertaken by AI firms.

Option 1: Strengthen copyright requiring licensing in all cases
61.
Models trained in other jurisdictions which do not meet UK standards may be difficult to restrict from the UK market. There would also be a risk that some of the most capable AI models would not be available in the UK. This would significantly limit innovation, consumer choice, and wider benefits of AI adoptions across the UK economy."
https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence/copyright-and-artificial-intelligence,Copyright and Artificial Intelligence - GOV.UK,44,gov,"Option 1: Strengthen copyright requiring licensing in all cases
62.
In summary, this option could help to give right holders’ greater control over their works. However, it would make it harder for AI developers to train leading models in the UK. This could significantly damage the UK AI sector and have limited value for right holders too.

Option 2: A broad data mining exception
63.
Under this option, we would introduce a broad data mining exception, allowing data mining on copyright works – including for AI training – without right holders’ permission. The exception would permit commercial use for any purpose and be subject to few or no restrictions.

Option 2: A broad data mining exception
64.
A few countries provide broad exceptions that allow data mining expressly (for example Singapore). Alternatively, they may allow data mining where this meets a “fair use” standard (for example the US )."
