source,title,chunk_id,source_type,content
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",24,research,"2.1. AI Integration in Creative Processes
The growing importance of effective human-AI co-creation, as highlighted in prior research within visual-based creative domains, motivates us to investigate how diverse AI capabilities and applications have impacted text-based creative work."
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",25,research,2.2. AI Tools for Creative Writing
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",26,research,"Creative writing, as a text-based creative work encompassing novels, short stories, poetry, and essays, emphasizes linguistic artistry, stylistic diversity, and imaginative narrative freedom (Ramet, 2011 ; Smith, 2020 ; McVey, 2008 ). The development of AI technologies has significantly supported this creative field (Kim et al., 2024 ), evolving from natural language processing to advanced deep learning systems. This progression spans basic tools like spell checkers (Peterson, 1980 ), crowdsourcing platforms (Kim et al., 2017b, 2014 ), and crowd role-play approaches (Huang et al., 2020 ), to AI-driven character role-playing systems (Qin et al., 2024 ). Prior studies have shown that AI reduces creative workloads by providing valuable suggestions (Gero and Chilton, 2019 ; Bernstein et al., 2010 ) and refining content for professional use (Hui et al., 2018 ; Roemmele and Gordon, 2015 ; Clark et al., 2018 ), thereby helping writers overcome creative blocks"
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",27,research,"., 2018 ), thereby helping writers overcome creative blocks. Specifically, AI-supported creative writing processes are currently categorized into story development and character creation (Radford et al., 2019 ; Yang et al., 2019 ; Calderwood et al., 2020 ; Clark et al., 2018 ; Coenen et al., 2021 )."
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",28,research,2.2. AI Tools for Creative Writing
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",29,research,"In story development, platforms such as Dramatica (Write Brothers, 2024 ) and AI Dungeon (Latitude, 2024 ) support story generation. TaleStream combines AI recommendation algorithms with database-driven trope suggestions for narratives but has yet to integrate evolving generative AI technologies (Chou et al., 2023 ). Rule-based methods for story extension have also been explored (Lebowitz, 1984 ; Meehan, 1977 ; Riedl and Young, 2010 ). However, we found that these approaches primarily focus on text-based support and do not incorporate visual elements. In character creation, prior works demonstrate that AI can simulate characters’ personalities (Cavazza et al., 2001 ), infer characters’ relationships (Chaturvedi et al., 2017 ), facilitate AI-character dialogues (Qin et al., 2024 ), and map character trajectories (Chung et al., 2022 ). These tools showcase the potential of AI for inspiring character development (Schmitt and Buschek, 2021 ; Shakeri et al., 2021 ; Yuan et al"
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",30,research,"., 2021 ; Yuan et al., 2022 ), but they are often limited to isolated stages and lack integration across the creative workflow. Additionally, challenges in human-AI collaboration remain. Grigis and Angeli recently examined the limitations of LLM-assisted writing, particularly in handling taboos and conflicts (Grigis and De Angeli, 2024 ). Dhillon et al. emphasized the importance of personalized systems to accommodate the diverse experiences of writers (Dhillon et al., 2024 ), and Lee et al. provided broad recommendations for the development of future AI tools (Lee et al., 2024 ). Meanwhile, Biermann et al. underscored writers’ concerns about the potential impact of AI on creativity (Biermann et al., 2022 )."
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",31,research,"2.2. AI Tools for Creative Writing
Based on these, we note that existing research largely focuses on text-based AI support, often overlooking the consideration of visual elements in the creative process.
This limitation reduces the suitability of these approaches for certain types of creative writing, particularly screenwriting, which is inherently characterized by audiovisual and dynamic storytelling (Senje, 2017 ). Furthermore, existing studies often focus on isolated stages of the creative process, overlooking the complete workflow that integrates structured principles (McKee, 1997 ) and collaboration with stakeholders (Taylor and Batty, 2024 ; Cake, 2021 ; Batty et al., 2018 ), both of which are essential to screenwriting. These gaps underscore the need to explore AI’s current applications in screenwriting."
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",32,research,"2.3. AI-Supported Screenwriting
The development of AI technologies has already influenced screenwriting (Batty, 2015 ; Anguiano and Beckett, 2023 ). Previous applications of AI tools in screenwriting have primarily focused on three areas: information processing, emotional support, and visualization."
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",33,research,2.3. AI-Supported Screenwriting
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",34,research,"For information processing, AI tools assist with retrieving background information (Pavel et al., 2015 ), ensuring narrative consistency (Sanghrajka et al., 2017 ; Kapadia et al., 2015 ), and organizing content (Valls-Vargas et al., 2016 ; Mateas, 2003 ). Tools like Final Draft (Madnick and Cahan, 2024 ) integrate AI for scene management and formatting, streamlining the screenwriting process. For emotional support, earlier studies have explored emotion analysis in narratives (Stapleton and Hughes, 2003 ). Goyal et al.’s AESOP system analyzes emotions through plot units, helping screenwriters understand emotional trajectories (Goyal et al., 2010 ). However, it relies on basic emotion tags (e.g., positive, negative, neutral), failing to capture complex emotional dynamics. Su et al.’s work on simulating basic and mixed emotions (Su et al"
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",35,research,". Su et al.’s work on simulating basic and mixed emotions (Su et al., 2007 ) improved character expression but lacked deeper insights into emotions tied to plans and reasoning, limiting its integration into screenwriting workflows. For visualization, previous research is divided into data visualization and visual representation. In data visualization, studies have summarized storylines (Tapaswi et al., 2014 ) and managed character arcs (Kim et al., 2017a ), providing a foundation for data-driven AI systems. In visual representation, AI tools use NLP to create 2D and 3D visualizations of screenplay content (Marti et al., 2018 ; Kim et al., 2017a ), including character interactions (Won et al., 2014 ) and scenes (Hanser et al., 2009 ). However, these tools lack real-time feedback, personalized representation styles, and rely heavily on the quality of the screenplay content. Beyond these primary research areas, a recent work closely related to ours is the Dramatron system (Mirowski et al"
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",36,research,"., 2023 ), which explores the integration of LLMs into screenwriting. However, it focuses solely on LLMs, neglecting the impact of AI-generated images and videos."
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",37,research,"2.3. AI-Supported Screenwriting
Additionally, previous empirical research has shown that AI can generate screenplay elements comparable to those created by human writers (Çelik, 2024 ), leveraging tools like ChatGPT (OpenAI, 2024 ; Luchen et al., 2023 ) and DeepStory (Azermai, 2023 ) to enhance efficiency, reduce costs (Naji, 2024 ), and inspire creativity (Brako and Mensah, 2023 ). Despite these advancements, human creativity remains irreplaceable (Naji, 2024 ; Song, 2022 ). Meanwhile, ethical concerns, including biases (Chow, 2020 ) and copyright issues (Kavitha, 2023 ), have sparked significant debate. However, these studies have not investigated how AI is integrated into specific stages of screenwriting and how screenwriters’ attitudes concretely influence their practices."
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",38,research,"2.3. AI-Supported Screenwriting
To address these gaps, our study aims to examine screenwriters’ current practices and attitudes toward AI integration at various stages within the workflow. Additionally, we investigate screenwriters’ expectations for future AI tools, considering both the potential of emerging AI technologies and possibilities beyond current advancements. Ultimately, we provide suggestions for designing tailored human-AI co-creation tools that meet screenwriters’ needs.

2.3. AI-Supported Screenwriting
Description for Table 1:
The table displays demographic information of participants. It contains information organized by participant number (No.), age, gender, background (e.g., student, professional, enthusiast), years of screenwriting experience (Y), training methods received, prior use of AI in screenwriting (yes or no), and self-reported proficiency in using AI for screenwriting rated on a scale of 1 to 5 (5 being very proficient and 1 being not proficient at all)."
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",39,research,"2.3. AI-Supported Screenwriting
Training methods are abbreviated as follows:
- IC: institution courses
- CS: classic scripts
- OV: online videos
- IB: instructor books
- O: other

2.3. AI-Supported Screenwriting
The table lists 23 participants (P1–P18 and N1–N5), each row detailing:
1. Age range from 22 to 32.
2. Gender distribution includes male and female participants.
3. Backgrounds vary between students, professionals, and enthusiasts.
4. Years of screenwriting experience range from 0.5 years to 8 years.
5. Participants report training through a combination of methods like IC, CS, OV, IB, or O.
6. Prior use of AI in screenwriting shows some participants have used AI (marked ”Yes”) and others have not (marked ”No”).
7. Self-reported AI proficiency scores range from 1 (not proficient) to 5 (very proficient)."
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",40,research,"3. Methodology
Our study utilized a qualitative approach, conducting semi-structured interviews with 23 participants with screenwriting backgrounds. The objective of these interviews was to gain understanding into the integration of AI tools in screenwriting, with a particular focus on participants’ usage, attitudes toward AI, and future expectations."
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",41,research,3.1. Participants
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",42,research,"Participants with screenwriting backgrounds, totaling 23, were recruited for this study through snowball sampling (Goodman, 1961 ). All interviews were independently conducted by the first author. All participant information is based on self-reports: the gender distribution was 9 males and 14 females, with participants aged between 22 and 32 years (average age: 25). Their screenwriting backgrounds primarily consisted of students, enthusiasts, and professionals, with all participants having received professional training in screenwriting methods. On average, they had approximately four years of screenwriting-related experience, which included either studies, work, or a combination of both (refer to Table 1 ). Their average self-reported proficiency level with AI in screenwriting was three out of five, suggesting a moderate level of familiarity. The majority of participants (78%) had experience using AI in screenwriting and are referred to as P (e.g., P1)"
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",43,research,".g., P1). The remaining 22% had not used AI tools in screenwriting and are referred to as N (e.g., N1). We did not use prior experience with AI as an inclusion criterion during recruitment for the following reasons. Participants without AI experience offered valuable insights into most research questions, including workflows, challenges, attitudes, and expectations toward AI, thereby enriching the findings. We retained responses from all 23 participants to achieve more comprehensive results. Each interview was conducted individually via an online meeting platform to ensure participant engagement and thorough data collection."
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",44,research,"3.2. Apparatus and Materials
The study utilized a laptop and an online meeting system’s integrated recording device. To explore the screenwriting process, we designed 27 open-ended questions, divided into three sections. The full list of questions is provided in the supplementary materials.

3.2. Apparatus and Materials
• Basic information and daily screenwriting workflow ( RQ1 ) (e.g., screenplay types and themes, tools, workflow stages, and challenges)

3.2. Apparatus and Materials
Basic information and daily screenwriting workflow ( RQ1 ) (e.g., screenplay types and themes, tools, workflow stages, and challenges)

3.2. Apparatus and Materials
• Experience with AI tools in the screenwriting process ( RQ1, RQ2 ) (e.g., familiarity and experience with AI, AI integration into workflow)

3.2. Apparatus and Materials
Experience with AI tools in the screenwriting process ( RQ1, RQ2 ) (e.g., familiarity and experience with AI, AI integration into workflow)"
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",45,research,"3.2. Apparatus and Materials
• Discussion of potential AI assistance ( RQ3 ) (e.g., ideal AI features, ideal interaction methods, visualization, role-playing)

3.2. Apparatus and Materials
Discussion of potential AI assistance ( RQ3 ) (e.g., ideal AI features, ideal interaction methods, visualization, role-playing)

3.2. Apparatus and Materials
The interviews began by focusing on participants’ typical workflows, then explored their specific use and experiences with AI tools, and finally, inquired about their attitudes toward potential AI tools. The potential AI features mentioned in the interviews are based on previous related studies, and we aimed to understand participants’ current views and future expectations for these features."
https://arxiv.org/html/2502.16153v1,"Understanding Screenwriters’ Practices, Attitudes, and Future Expectations in Human-AI Co-Creation",46,research,"3.3. Procedure
The study followed widely recognized ethical frameworks (Association, 2024 ), prioritizing the safety, rights, and dignity of all participants. Participants were fully informed about the study’s background, objectives, and purpose prior to providing informed consent and participating in data collection. Their rights were clearly explained, including the voluntary nature of participation, the option to withdraw at any time without penalty, and the assurance of confidentiality. Privacy protection measures were explicitly outlined, such as anonymizing all responses and securely storing the collected data. To enable informed decision-making, participants were given one week to review the detailed consent form and carefully consider their participation, ensuring that no undue pressure or coercion was applied."
